,title,company,rating,location,salary,summary,post_date,record obtained,job_url
1092,"Data Scientist, Medical Diagnostics",Specific Diagnostics,,"Mountain View, CA",,"The development of data-driven visualization tools for the explorative analysis of high-dimensional data.
Used for bloodstream infection Specific’s solution…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASXGwdLWjBNYivRaShgyLT0X0BdS_EVSQWni2gtHz1pazciS9pJg_LVuqiSysEs-TMIwFFOo7W9bIb5VzrANtYopVIA4KVaF9yg6fI6EvZwtW2vAGjQWCOF3vWYBeKjokeHeoKgHupsPPJigSH8DaOChlEr7xUj3CXaKRa_EOHrM8QlrYo2W7P9yylIOhtaFmi5KRLBGtE0FONhXIJbyAYJdTajs8LRCRSkGx7M5roosDLgn8TYD6_J2ng5nmkTCOT7cM5x9ANpjScH8PBnFrM2WwFY8e1i6CydJyls0Kcszvm_SYwxFvRf2YH16aVkRzHd7RFqR37YTfHtpCtEMsFljAWAe4M_luQqJIriyLzngmVUrN-wlfd6qR2mzmbx5_BIaDBnYN_iy0n9qMknh6ts9_ow_NeZCg2c5XUYaN9KGDBLmNWuUN2ZPtWKdain46ydtX9JYH3KjSMqmR46eDLTcqzYFMlT7WFrD8n7S4ldw==&p=0&fvj=1&vjs=3
1093,Data Scientist - Remote,SemanticBits LLC,4.2,Remote,,"Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwuk0DrdrZQT7RU4SGxsGXg2xtnyqe0O5mRabUxE0Tn2GLLslpcsWcDTBd9fmFgvXYW8f349KL2HCHg0XphVrtlFuT7zB8CCv819MWWoLwgPfDP16O-Xbco2CuW4y7ucMCDFsMT5nVoyOLJbacgwSQ-om6JQU6smRxCY9ghY5jvd_qP--8r8Ss4JUSOYdJRAHm4fgKDqFYiQeW9701nCboxOhTdni6LtAYI-0HTnWH3eEwrWHSSTzoG0PL2WboNqcglBx3d-LknWrwRDnS9fhUneLfd5okcHvdYgB-RthWl4YWgJU6JGfw6Y7iNBe1D4ApG-SaHfR2-aZ0LCTfxKW9f8b-5fPZX-0YtH_g7grezEFWNqnpGHqUeB_r3y_CTqBU3TGqEJa35Io-grBqnYNEzmAWKLnMRsw0IAaVdn3wqAXNE7j3n07vn-8c-XBGUTiaaNUQd_2WK3xsPN_QbVlo-aotqoe0otnJoWnFCR2cp3K9qmIsw9vA1Fwx7xfaECjyFdkt7sWHL3YzgPtuTkWqfKdsNkmycQ3jx8r80y_tl1s&p=1&fvj=0&vjs=3
1094,Data Scientist,Milliman,3.6,"Minneapolis, MN",,Data scientists and subject matter experts work closely together to ensure solutions are both statistically rigorous and solving the correct problem for the…,30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=4187c0d2f7b076d9&fccid=3d93143c99ff89a3&vjs=3
1095,Data Scientist / Quantitative Research,PicnicHealth,,"San Francisco, CA",,"Transform real-world clinical data into actionable insights using data analytics, robust statistical methods, and compelling data visualizations accessible to a…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=d4c44bcc6254cb5c&fccid=47afa44fdeb52f22&vjs=3
1096,Data Scientist,Techwave Consulting Inc.,,"Houston, TX",,"The role will create solutions to business challenges through the use of advanced statistical analysis, data mining, and data visualization techniques.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=1e8835abdc7dfc2a&fccid=b4e04bf6950ab9ef&vjs=3
1097,"Business Intelligence Consultant and Data Scientist, Junior",Booz Allen Hamilton,3.9,"San Antonio, TX",,"Experience with data science coding languages, including R or Python.
Work on the design, development, testing, and maintenance of Business Intelligence…",14 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=077894c006b21329&fccid=4e041af1d0af1bc8&vjs=3
1098,Data Scientist,OneMagnify,3.6,"Dearborn, MI",,"Primary Skills Preferred : Knowledge of Application Development Lifecycle, Strong collaboration and communications skills, ability to engage with others,…",8 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0d5c69058ba101ae&fccid=0d9ff1d5ccfcf884&vjs=3
1099,Data Scientist,Airspace Technologies,3.9,"Carlsbad, CA",,"Work closely with the analytics team, data engineers and backend engineers.
The ideal candidate would be a data scientist with savvy programming skills.",23 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=e74e6ddc5a1aa822&fccid=4d4aec934e96bdf2&vjs=3
1100,Statistical Data Analyst - Anesthesiology,Washington University in St. Louis,4.0,"St. Louis, MO","$47,986 - $61,194 a year","He has extensive background and expertise in data analytics and machine learning, including specialization in computational biology.",Just posted,2020-10-29,https://www.indeed.com/rc/clk?jk=9f68b24e1f31bdfe&fccid=d9d52566d47ab815&vjs=3
1101,Data Scientist,COLSA,3.9,"Huntsville, AL",,"Assists with data modeling and data virtualization*.
Develops and applies interdisciplinary methods, algorithms, statistics, and research techniques in the…",5 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=4ad0b2667f537678&fccid=7d1d39ef87954789&vjs=3
1102,Data Scientist,Deloitte,4.0,"Dayton, OH",,"Drive operational efficiency by maintaining the client's data ecosystems, sourcing analytics expertise, and providing As-a-Service offerings for continuous…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=2d560c940d06300c&fccid=9e215d88a6b33622&vjs=3
1103,Data Scientist,Acorns,4.4,California,,"Background in data mining, machine learning, statistical analysis, or mathematical modeling, with experience deploying models in a production environment.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=46be3a7eff88d01d&fccid=ba0b4ef452449c10&vjs=3
1104,Data Scientist - Manufacturing Technology,Northrop Grumman,4.0,"Palmdale, CA",,"The position requires strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models,…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYerJoEfKDNyU9eAHYKRb4O7PwvsthC8__YpG53bTaBgzri9dSOOibgxyadsH9SmXzVneWwA_RzZQEJeMCLnynm5JbXPDa026HWnibpSK5HTnDaXnfmrPyNhh47P0TVTeb_yfM2dD0ccXYNYExi2gFQQ1H_MCXBYNWZmo3xIYiz8lvz6Ppm85Zx-TT0ysCn6WlPC6A0arWE4B6kc1KUsOwUjOOPij1c4i45rVXU-c1uGZz93tceCQIKkN4qWjFix4uRDjEEMENAX9F5ZV_3g9nuM5m7xhEOXXi98t6bkcEATLNrNl6A6jrJhl6GUGrLrv2tjgV97aerMr3fTytTJg8pHknFPOX4YcyK4cqubL5qsJtQKYGeeA7xXdE5wxTKCdd9oopWBYYXTUrdXUXD-LLomiVh3_WwohOn9stSPniqMZNElTmHqR-OkEEJyJoxVLTNLaZSSxDWtt170lOUfeMB2Q0C6GED7DrDSy76aTXosJ4mvOIttSK2HyK2ClTduKfXZEldExLBUZCGi1171CP1O3Xl6zTfenuCPryexcUgTndRiP3lfip5gh1z5dVjLpk=&p=12&fvj=0&vjs=3
1105,Junior Data Scientist,ICF,3.5,"Washington, DC",,"Our staff provides deep technical and business support for data acquisition, data analysis/data science, and interactive data visualizations.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AN5ht3a5h_wUL6zibLUkRkQUx7BdYCqUomJc1xdJyFfoMKC6ynqA6srVvn2bw_SoXZkO9fE7SX53QqmJu56x4UFd1C4RwXe0iRwFPEYpRAcZDcQbcXrko1S2643PZJxMGyEcmw3WwMaGU544cX6W3NEbMwuMV98pPtNyLT-brwB_iqzJcv4arVbDM2Z9xWYz3lin2TM9RScbXNcigWMx0nBL88GYE4dWndNyRoNXE5RDvaYckRwKlsgrRBKpDekJTJzNedFdwEiBF-pA2_JO2htk4PYE7p77ApUoBZXUI1wK_xPiF2pbRK8_33ofNIEhlOqYkgJwRu7qc45yVPYXeejLD6KHCnXK5vSoOva0EcZIR3W6oJwy2fSnWM0hUV3b5Tc7KJkn9cp1DsPxZtlWcc3MR0w031BEzwOwGYCkZ7f0Jh39dM1TtupBLgb-iP6BUD8IwuWch38rGmLUTgqavxvk6zZNjN4SgVwPojSMB7r2X9YMnwTh1Cwe4KyFIj0cLBOea6ay5D3rrX0OZ55ehJPqWsW8Qc9r2Nc3iGvxXQuCjbKIERPRsBgVLQtmQtonHi-4nUQX3D9g==&p=13&fvj=0&vjs=3
1106,Data Scientist,PIC Group Inc.,3.9,"Atlanta, GA",,"Critical thinking and problem-solving skills are considered essential for interpreting data, and a passion for machine-learning and research will be a key…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CIUdkk1FcrHlkbxj5DyYBI1BV5m7vAffkQYdg-MJb9E9rJxgRt7JURlFycN6rhPadVf6jIVPm4L4V26C17ILA2Wd1MD_JdcvC9dnWhP74tTXM5jaupobLuFqkW6pbMNWMrRJqcHwKfTtUjFz1RSHSEuJrJMRniY80_l9KOseHOiORzTFHY6RNfZPbUKpE31mwKACrSGFlhWEEdFwKUrV9HvxgGJYWDZW959_VTAhCp5ujoIYAFOWrnI4mu5xl0y1sfk2kXiTt33S4tbluoc6L3vhG0SV8vRThd1SbttqQFThbR35WM7nxFXCv_D-AJ6atF4ykLZhsD0MIZ2dgm2c8mcxGTf2fzdMEffhWrpT7Hs4kJ_duOx6LSunRqToGbS1Vq4W0RNi-MPZO1zXGp76SWZ9PCwOlYK3yXd0ofgECOYkefHTuBeuTySCY6RmBOnFh1U37QGq1DEsZ9gw7gEniSuA3M_lADJSSm8YmoSqBKAHnmmDP2dWsetdLI2awYuwSkWVWy-X51DepLxv2tQO_NwFseMHiJvYI=&p=14&fvj=0&vjs=3
1107,Data Scientist II (Remote Work Location Available),USAA,3.9,"Macdona, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGceTy47TJq1PCR9bpHiBf83UNOJy1dSmp3qJzvVDx4fNDZQxuV9vaWlSWJleHIxHTY3xesuV0SVZzic1cOEX5N-OeJ1QFTa9Q7ROrnbcn8URYNu0wJPSORhFcV3yhmxZ4qIfazZ1e4EyTTjSPVeY7YTI3IXVdOAehjZvtQFjjlxIIl8RxAn2s8b3f04zBHXV-7rM7AmlYVFD-ZYQsXzEFT6uQQkJ6HZtuss49OuskEXvRWacODV9uuTW9TZin_4pPCiBUi2n3y7fEiZJ74ADvkJGVgdmiVMnSyMYLkQBP0t9mioZ4GurEFwVYCPYTwUf7wO4v_VRSMt-h2tVYRUeZIew==&p=15&fvj=0&vjs=3
1108,Data Scientist - Remote,SemanticBits LLC,4.2,Remote,,"Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwuk0DrdrZQT7RU4SGxsGXg2xtnyqe0O5mRabUxE0Tn2GLLslpcsWcDTBd9fmFgvXYW8f349KL2HCHg0XphVrtlFuT7zB8CCv819MWWoLwgPfDP16O-Xbco2CuW4y7ucMCDFsMT5nVoyOLJbacgwSQ-om6JQU6smRxAD5SzKpG5qvmtlfQr2ogABvQBai91srSSRb52k9x1hxBmnJubM-A7iUY9YrtfdNWJ7OoB4-Up2Ar1ZpuiWmo9QDx_yrWfLyjn79JfvFf9d0KkwJj7Q38ypMB03dWlIpIuwFFiBU3PkFEEsRNaJtTgSH6aY5X1wCHriH-7tR4hniZA9hXTG-C2mvheCsppREyqkbOlJs7sw5o-jK8pKyUnsAwGb2zVhHeLZ66Kgb__l7cIAR42jXxaFFlPKSaKv0nQeagCvGNv5q2058yPtSXBBBllGTq7PAgRtqIrp5P_FVJhoUNLfyjyamRWBNGBlBLP3zc4vMILQKFjT-rQFdkKE4XpBEvcgClazav9-ETI81vVnkDYkEKbhX6tfJD_t6Ajpb1n6dqXWr&p=0&fvj=0&vjs=3
1109,Data Scientist,"Alto Neuroscience, Inc",,"San Francisco Bay Area, CA",,"This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BCLGMZOQuOsCGJt8V5Ah9fdu60bFCVujmoIe4gnQR76GCyU_d2W25ZT93_LHqS7vnszdp_Fg8ocjCVyJIVUmNXIKjVrTjAS97dKhu6bLCDp3r2hiCqb7h3AWzo-QaKcLoYcmqwMH2adF0igIs5npNV_sJNql80vTsDNO7XJ5meqIcbXtEeDuYgtqrM1ryCuNDdSLduQLUsEoFDg1GS4VPjkeX_hjI_ylVETzrbJzDXOHs5s9WxU3buDHLU6no4vIhk81pvOp1R58wbXSU0pHJF4O1bqQECfWz2ViDYchtqeATCMVdRgIc0h5d_1gbHKF8ozmT8mIxlCjbwND-IQEjRmfvkxzbnwFbwtWO_uC4PKA5QtntLUj9WSaxQ94lI9VLjjm3X-8jFqtQNd_oaU25VqxYGM24NtPpyJracZok-x-fFqxzLroOvEZ2JXH0AO15AIEx0cB_Ftg==&p=1&fvj=1&vjs=3
1110,Data Support Specialist,Compass,,"Seattle, WA",,Support geographic expansion efforts by proactively identifying data quality issues as we onboard new data sources.,2 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=c7d027c3fc10a6e3&fccid=3944dc0afa53bf7b&vjs=3
1111,Senior Data Scientist/Analyst,"Blue Compass, LLC",,"Springfield, VA","$90,000 - $150,000 a year","Ability to visualize data with aid of data visualization tools such as Tableau.
Blue Clarity (formerly Blue Compass, LLC) blends strategy and analytics with…",8 days ago,2020-10-29,https://www.indeed.com/company/Blue-Clarity/jobs/Senior-Data-Scientist-Analyst-c54f0b6723f6065b?fccid=dfc518a50cee4d96&vjs=3
1112,Data Scientist 2,Xoom,3.9,"San Francisco, CA",,"Clear subject matter expert who can help mentor and coach junior risk analysts or data scientist.
Build risk related variables based on fraudulent trends and…",20 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=00c2ef3c615076e9&fccid=978d9fd9799d55a8&vjs=3
1113,"Data Scientist – Python, R, NLP",Food People,,"Irvine, CA",,"Experience developing and shipping a data science product.
Transform sales from being driven by intuition to driven by science and data.",16 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=533262d0f5319f91&fccid=6dcd38e9e0bdd314&vjs=3
1114,Data Scientist,iknowvate technologies,,"Woonsocket, RI",,"The ideal candidate will have a strong analytics background with experience leveraging SQL to solve business problems, using ETL, creating and organizing…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=509ca34706dfa0d2&fccid=9ace5aa4e4fa6ce2&vjs=3
1115,DATA SCIENTIST,Big Bright International,,"Chicago, IL",,"Data Scientist at various unanticipated client locations throughout the US to lead data assessment, modeling and forecast for big size multi-national companies;…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=7cb9ac47019aea0e&fccid=bd17e04d65337121&vjs=3
1116,"Decision Scientist, Data & Media",Ibotta,3.4,"Denver, CO",,"Using analytics to drive sales of three key products: external data feeds, targeted audiences, and advertisements on Ibotta's mobile app.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=d00b09d7afc093f9&fccid=2e1276ca32b1a903&vjs=3
1117,Data Scientist - FaaS Live Panel,GroupM Data & Technology,,"New York, NY",,"You will be joining a large team of data scientists with experience and expertise in a wide range of methodologies, toolkits, and applications to a variety of…",8 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=c001d6a2f04a498d&fccid=63173c1f47c8e4f0&vjs=3
1118,"Internships, Data Strategy/Data Science- Summer 2021",ViacomCBS,4.0,"New York, NY",,"Through access to linear and digital data, these teams identify, develop and implement appropriate statistical and data mining analysis to address business…",13 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=ea75d8d509fa4318&fccid=30cb52ad6dd37131&vjs=3
1119,Feasibility Data Scientist,Icon plc,3.5,Indiana,,"Query relevant databases, including clinical trial registry tools and internal sources, and research various literature sources to support preparation of robust…",20 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=ebab0c3023a09ed4&fccid=6c527578251bc5e1&vjs=3
1120,Data Scientist II (Remote Work Location Available),USAA,3.9,"Macdona, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGceTy47TJq1PCR9bpHiBf83UNOJy1dSmp3qJzvVDx4fNDZQxuV9vaWlSWJleHIxHTY3xesuV0SVZzic1cOEX5N-OeJ1QFTa9Q7ROrnbcn8URZk29uG-iNzOrsLEaM3pp2j90HMpC6mpokXCYfozmEmjFVwQ3lwF7rZXraF7nidCYfOHl3GuqIl2zY4t5JC5b_DqzBsckYzw61lbYVhlXk81JVszYGS1DMxbBwFUkWeOKx2cfY-EOF4H_IU0YkYRSf0Gu4Vt9pTztgiZyTrfEeRQmA_L3hz0gd5c2HEI-cILR4wj1_z2eKCeKz8ZMyyNrebs1wdKFgV3prj_FyaRMLOVQ==&p=12&fvj=0&vjs=3
1121,AI Data Specialist,Percept.AI,,"Sunnyvale, CA","$50,000 a year","Demonstrated experience with data labeling and data quality efforts.
You will need to communicate with our clients to understand their use case, translate it to…",9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AKOuTmIjth43-qg2FdyVW3ZAtS-Z-rOGU4ZcG0lhhNJFZhHEFhcVAley52WI_xLnaFuaX3irSTgpUtiw0Y-bCl7xsGPOgGbBe4UhJYQjOIF6JwEMTazG0LL-ZRCeyWOA0mdKHjMzvFktmiR_5RD_w3FH3FrsgIm2uXFLtaCC7V_ggJwVYo5xEb8IObOVFHpef-LXKwoxiNPDIhvLQay2VD56UDWwvhK8fjVDLDJhRROYoVP-X74NZc1NG9nl1TaX2VRnagoT-ByM_M3OBvCuOGvSgdbGSeI-FLl-U1vXirSUsesZHjxSuMQ3f3v65slpvbZkRkk1neGyUivvfvGohUYNm3cqkXkPbYwfOFlHZc9vd_rumNCw6UdpXnWwBGW-cEkmu5daxpd7Lo_BirVFgvlZoSyZoxigwwXpPGcSHDOg==&p=13&fvj=0&vjs=3
1122,"Data Scientist, Consultant",Guidehouse,3.4,"Atlanta, GA",,"This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8r9q-m4QGBZILJsMcrCnsXks4l-jv1pW0P06j-xkM-s2IyZrLKdDCzCs6F6cetm5DO8WxrdmO0jB25SXi9Z0USpIf38jzrmv0TnkdtSPaONSioGMTy9gsMKpsrV7xtXv72Hm5S0CDULKxEHBd4g1agNrImMNqSJD9N_7YR8kiVoXjAOI5GPXb5uEhdprkn1ZYGz-y-ai4JmEU2ffNoqLEuypmAd5N_MtJKSpq2YEGLVwL5g8h7-YoyhfLKhmKmlXCv-vHETJ6JwXp_K_eMa0V90UElNr5ado2w9EGvIBDBcMxFXVv0oUD6q0i0JE39nRKMTd85El1sLilHdxOz1IMFA==&p=14&fvj=0&vjs=3
1123,"Data Scientist, Consultant",Guidehouse,3.4,"Atlanta, GA",,"This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8r9q-m4QGBZILJsMcrCnsXks4l-jv1pW0P06j-xkM-s2IyZrLKdDCzCs6F6cetm5DO8WxrdmO0jB25SXi9Z0USpIf38jzrmv0TnkdtSPaONSrTe94EZM07Qo2UGccs13obMJh83Mb6HstRaqW90VSD2xXVrLOEuAb3iKNi9Equ3JwbROXe2lDmy9PjdGNy30r9nRUmYBjv-48D8FN6o3wzQ5wY3MMCRMcbV_42kaqInh4tJtLSZyE9EzoQoN5Uhw1Unz2YDlfV4zjHgbtiTFckqifScwLNLh57GYOXxfJMfXDBmEPl9GPMi14DD0_U0Ox8_csEunBcD9cFPz1pCVNTw==&p=0&fvj=0&vjs=3
1124,Data Scientist,Horizon Health,3.2,"Lewisville, TX",,"Uses descriptive, inferential, prescriptive, and predictive statistical/data science techniques to analyze behavioral health outcomes and clinical data in…",23 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B70tG5J9F_p6339PMOY8QlFtcwwwI2VpystrlvXRVKwq6wGD8W2iNzDRBHa8U3wVZew54n1TiLUkOuErQScOr_OQnUsam7FIMUEr6DVBjL36gn5WhO2zkZ8iA18WFCKWcTyYpdXPKzy0g70X3o9uKdzyUl70VZd873YtcuOM3uwBlv-KhLsOfEoXl8RfDntSLV9_5JPnwx4bF27WHMjpyDSJ1q7kFYozy68HuDpuwHJ8_jnBOkl448zArzCUl_nuVtIXdKdlCyubFUslDI286VXUffuLaxpkXMugAmVjTRpJHcnpi8W2L7BrGTats24HWLhE0FH-sc4w3U4aTBkOnwS_Hb_0x7C5oCVUZt_XHh-UlkIu5CRaScU6LkmShHJQe-Zj2sxnMRqcDPhFNAi4_wonDTwsOJT5G1MePI8DbLJbQz5CVRcYgNVZvvC9xWu5Uskl-X3dndcQ==&p=1&fvj=1&vjs=3
1125,Data Scientist (Mid-Level) - 100% Remote Available,USAA,3.9,"Adkins, TX",,"Uses advanced techniques that integrate traditional and non-traditional datasets and method to enable analytical solutions; Applies predictive analytics,…",2 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGcKPzOqTW052CebClNpR6rG6wZG8l6EiI8t-1YNNe2IaSquRcMTYgoFAp8GtHunhHjin10l2oaZCFzUFX2wsgbxJEfGuMhccX0fsbxV8bI8_1c-O3J-wHjcX6qtKjOGr0P-NbG3YKpBnfbdBSCVIJhVyWBgbpHGtPxCMIRTTFVgEXtSUUdpjMevS5hPk8cvuhKD1w_fGuBt0TX0abbCrbwIDGxk-iUQCnrfqJwgh6BwO0x2ghGJHDAvMU-ulb93FKNb2IX_Lew5wbsVnxLpDuHoARTlxOPz7TAlLjY7MROHoYKNVwm_nSi1G9CeMI6IpWnXNmfBo8oIiA8c9J6jyB53g==&p=2&fvj=0&vjs=3
1126,Data Scientist,Vaco,3.7,"Nashville, TN","$130,000 a year",The role will work with other Data Scientists and Analysts to create predictive and regression models.,15 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6vuF9mJcDFzyB4chVe5GK_l9f7WKwVdB9xa6ccd-mZpbhf1s3vxyBaZyixrHYH7JohD2IXIVHQczmGosxyUhCiel9-LU-Ho9zQkhSQ_GtXdBCxAo0aGJlnPTuvIwLvc3CnzbSRw4Q67Yj7eUAKybawM4xuvigzhfVerZabvXP0OwNHj0plji8GCvaOMQgypQ1bwRihIAbMBNxvgX8E1BpF0CrdTmZW2xW1o_DDDK7I8zBFL6kgsLDpnRtCOpUHa2-KwW0sgNxmD4BhnLaF0VZthK74qwHZno8Usp2Z6L--4rvfXQqpwKZMxbZjpql9lH90sKBmJIJps9Ve_RZ-lROG_MmeiGjUAxvRi_SuEYXmNwe-JH8PQwpCCal5K23Ex0mWt4ZmQrldj9ZDHxnY8lHfTPnR1XD1Qev3_ietikFBYEgWnMh0CMt7A2pp5ohwB8Cg=&p=3&fvj=0&vjs=3
1127,Data Scientist,Northrop Grumman,4.0,"Hill AFB, UT",,"Develop and implement artificial intelligence and machine learning models to solve complex data problems.
Maintain an up-to-date knowledge of technology trends.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYXj50SC9-X30p_GeD5_JVQKRLdiFHwEamVtcKlXPblXcPJlC0nlTGATomcIGUJcGXQ1aGc2vR4Kyi-7KM905N9ONYbOjyWuOkOlCcSoj1rny_nZMwYMGaBQIbTkVaIJCabvveYtPotFz6ACeWJakOEItobSaur-1mN1vjCMgixYVoV-2GJT_jk30TgcoKfc9fqKEqqEyaJGal2GWPNKvKPMwGmx_6bXIn-us_qN5dNNnsu38mA4mEXnFyDj_Dnk1zNbj4Cm2P9PndWD7X63lcQYlinX-uRnIc2QYEibeqEkxHjtfwtD_VW1MDTCVfUk-ImR9IJxyn7ESvOOgMe9qthx_JVFzEHhot0yR4WCiqJk6ddsQlZIVHZl11GLale-RZ7PSjnweZ55tOw1w7Zp99AnzKLfiI1LZtBUUei40oxPenlom5VeefQ4irBcKH9z5XLUEDQ14-TQoL0M7P8_T7ELa-6HIKl0b-MBiXwLeMtD5sS6hsmyb50JRoNt31Thf7GG7iN-FZOMsNik4xqNoadUcvLqgcvQYu0Lv0eEYTzjbTAtMumWa7PEwwgzU_DFCU=&p=4&fvj=0&vjs=3
1128,Data Scientist II (Remote Work Location Available),USAA,3.9,"La Coste, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGc9N6SpluTK3Mbwh9ysI2SwuIRPve8PKUKxsCcvqHEzo_NR9OcLdq3EhzDw1jKpSWW768mEAIeSI9q1RFdJW6QSq-AT_DzBmx-lT4ipE2q0UhfETSRLFoPWD7eAOoTz2rr6OGv5T9Q5NQs_s-OdBGKWkK0fBrNN6wqYDWPTkEU3AbeLHzSNoEe-WzU445C9V_ubrhstwft_5vmfwQjROJOvQUlFeN6ejn35SduOxiaOuWhQvSj8OpnJCrYbWoWKnPBPSfQB4s3sqek2wI0aSCKLhw-lxLbxPp10upM6FY_CGbSOIo2WTSB78K1rFrbr7N-4kbgfw5BAlQUnEUvokt41Q==&p=5&fvj=0&vjs=3
