title,company,rating,location,salary,summary
Senior Data Scientist [Remote],"TMP Worldwide Advertising & Communications, LLC",3.6,United States,,"Graduate work in machine learning a plus or relevant work experience.
Deep understanding of statistical and machine learning models (logistic regression,…"
Data Scientist,Purchasing Power,3.2,"Atlanta, GA 30309 (Midtown area)",,"This role of the Data Scientist supports relevant stakeholders through quantitative analytics, and the application of appropriate advanced analytics for the…"
Data Scientist/ML Engineer,Datatron Technologies,,"San Francisco, CA 94107 (South of Market area)",,"Selecting features, building and optimizing machine learning models.
Experience with building non-trivial machine learning models."
Data Scientist II,Teikametrics,4.3,"Boston, MA 02210 (South Boston area)",,This role in particular will involve significant analysis of our data assets and the production of scientific writings thereon.
Senior Data Scientist,Metromile,2.8,California,,"While we appreciate experience in a quantitative field like statistics, economics, applied math, operations research, physics or engineering, we recognize there…"
Data Scientist (Local Applicants Only),Alleviate Servicing,4.0,"Irvine, CA 92614 (Business District area)","$80,000 a year","Flexible health plans ensure you are covered.
We want to see a passion for machine-learning and research.
On-Site Micro Market alongside cold brew coffee kegs…"
Data Scientist,Criteo,4.0,"Ann Arbor, MI 48104",,"Gather and analyze data to extract valuable information relevant to prediction models.
Experience in building machine learning models is a plus."
Data Scientist (COVID-19) - Austere environments Consortium...,Henry M Jackson Foundation For The Advan,,"Austin, TX",,The ideal candidate will collaborate with scientists and clinical investigators analyzing complex data and developing insights through the use of mathematical…
Data Scientist/ Statistician Intern (PT/Remote Work),Lubrizol Corporation,3.9,"Wickliffe, OH 44092",,"Exploring cloud migration of data analytics activity.
This is a remote position available to candidates currently enrolled in a relevant degree program and are…"
Statistician,Bristol Myers Squibb,4.2,"New Brunswick, NJ 08901",,The incumbent will provide statistical analyses and training to support Global Product Development & Supply (GPS) and late stage development to deliver process…
Data Scientist,HyperspaceVentures,,"Chapel Hill, NC",,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with…"
Data & Applied Scientist Manager,Microsoft,4.2,"Redmond, WA",,Partnering with our Digital Analytics and Data Engineering teams to ensure robust and accurate data capture and continuous improvement of data available for…
Data Scientist - Vulnerability,One Concern,,"Menlo Park, CA",,"Collaborate with an interdisciplinary team of software engineers and data scientists on cross-functional projects, interpreting data, and translating into…"
Data Scientist/Machine Learning Expert,SphereOI Studios,,"McLean, VA",,SphereOI Studios is an award winning digital studio that develops data responsive solutions with deep analytics and artificial intelligence.
Data Scientist w/Polygraph,General Dynamics Information Technology,3.8,"Herndon, VA 20171",,Candidate should perform data science experiments that use machine learning and artificial intelligence technologies to automate the conditioning of raw data…
Data Scientist,BMO Harris Bank,3.5,"Milwaukee, WI 53202 (Juneau Town area)",,"Responsibilities include data preparation and analysis, construction of machine learning solutions to extract meaningful insights within transactional activity,…"
DATA SCIENTIST I,The Home Depot,3.8,"Houston, TX",,"Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision…"
Ecological Data Scientist,Exponent,4.0,"Maynard, MA 01754",,"Writing summaries from literature reviews for scientific and non-scientific audiences.
Reviewing scientific documents and data for accuracy."
Associate Data Scientist,Advance Auto Parts,3.4,"Raleigh, NC",,"Partner with data scientists to develop advanced regression, segmentation, and machine learning models to guide business decisions."
"Senior Data Scientist, Insights & Analytics",Virta Health,4.8,Colorado,,"Participate in setting the direction of highly cross functional teams (product dev, clinical ops, marketing, customer success, clinical research)."
Product Data Scientist,KPA,3.7,"Lafayette, CO",,"This will be things like establishing baseline trend data and comparisons, correlation and optimization of preventative actions decreasing accidents (items like…"
HSI Data Scientist,Orbital Sidekick,,"San Francisco, CA",,"Working with engineering, product, and other analytics teams to establish and maintain data exploitation processes to generate reliable industry end-user…"
Data Scientist II,"Grubhub Holdings, Inc.",3.2,"New York, NY 10018 (Garment District area)",,"Specific responsibilities include, but are not limited to, data analysis, problem solving, development of cutting-edge time-series machine learning models,…"
Data Scientist- Apple Cloud Services,Apple,4.2,"Santa Clara Valley, CA 95014",,"This role will be performing adhoc data analysis -You will build data engineering assets using Scala, Python and other big data SQL technologies - Program in…"
Commercial Data Scientist,tronox,3.8,"Oklahoma City, OK",,Develop the company's AI skills to enable the identification of opportunities and the execution of AI and software robots to improve the efficiency of processes…
"Principal Data Scientist, Pricing",Root Insurance Company,3.6,"Columbus, OH",,"Strong, demonstrated experience building, validating, and applying statistical machine learning methods.
Experience with large-scale analytics on AWS platforms."
Senior Data Scientist,Lime,3.4,Remote,,"Develop solutions that make data insights accessible to all.
Develop a deep understanding of a particular problem space that’s relevant to the business and…"
Data Scientist,Assent Advisory Group,,"Washington, DC","$75,000 - $135,000 a year","Experience with data visualization tools (e.g. Tableau, ggplot2, Shiny, etc.).
The data scientist will collaborate with a diverse program team to provide…"
Data Scientist II,Expedia.com,3.9,"Seattle, WA 98119 (Queen Anne area)",,Collaborate with other statisticians and data scientists to formulate innovative solutions to experiment and implement advanced modeling techniques.
Data Scientist,"Two Sigma Investments, LLC.",3.8,"New York, NY",,Own end-to-end data workflows and develop deep domain expertise on the underlying actors and behaviors manifested through data.
Senior Data Scientist,Behaivior,,Remote,,"The Senior Data Scientist will be providing expertise, guidance, and oversight in the areas of machine learning and data science for the Behaivior technical…"
Data Scientist - Delphi,Amazon.com Services LLC,3.6,"Seattle, WA",,Translating Demand Forecasting business questions and concerns into specific analytical questions that can be answered with available data using statistical and…
Senior Data Scientist - Experimentation and Causal Inference,Twitter,4.1,"San Francisco, CA 94103 (South of Market area)",,"You will be a key member of the Experimentation Data Science team working closely with data scientists, engineers, and product managers to drive a culture of…"
Data Scientist,MGIC,4.1,"Milwaukee, WI 53202 (Juneau Town area)",,As a Data Scientist you will be working to build and continually refine a strategy for a state-of-the-art data and analytics solution while working across the…
