,title,company,rating,location,salary,summary
3095,Research Data Scientist,Intelligent Automation,4.0,"Rockville, MD",,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software…"
3096,Property & Casualty Insurance Data Scientist - PR11478,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurance Data Scientist opening in New York City.
Use Python to design Machine Learning (ML) and Artificial Intelligence (AI) models for P…"
3097,Data Scientist-Journeyman,Perspecta,3.3,"Washington, DC 20022",,"Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data…"
3098,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
3099,Atmospheric Data Scientist (Python),CyberCoders,3.3,"Denver, CO 80238","$100,000 - $130,000 a year",Using scientific data processing skill set to develop the next generation of atmospheric radio-occultation processing software.
3100,Associate Data Scientist,Fifth Third Bank,3.6,"Cincinnati, OH",,"Conducts advanced analytics leveraging predictive modeling, machine learning, simulation, optimization and other techniques to deliver insights or develop…"
3101,Deep Learning Scientist,Harnham,4.6,"Cincinnati, OH","$120,000 a year",You will be working with other engineers and the computer vision team on a data driven approach to solving problems on a project to project base.
3102,"Software Engineer, Machine Learning",GeekSeek,,Remote,$50 - $65 an hour,"Understanding of data structures, data modeling and software architecture.
Develop machine learning applications according to requirements."
3103,,OpTech LLC,4.0,"Southfield, MI 48075",$37 - $44 an hour,"Experience with health insurance claims and enrollment.
Top 3 Required Skills/Experience – The most important must-have skills.
4 Years Of SAS experience."
3104,Senior Data Analyst,Medasource,4.5,"Madison, WI",$50 - $60 an hour,We are in search of an individual who using the Dynamics Test Registration Application (DTRA) data as well as data from other relevant data sources can identify…
3105,Senior Data Scientist,CyberCoders,3.3,"Buffalo Grove, IL 60089","$110,000 - $130,000 a year","5+ years in data mining, database marketing, marketing analytics, or statistical modeling.
Experience using analytics or data science at an E-commerce or…"
3106,Data Scientist/Data Analyst,Kaygen,3.2,"Costa Mesa, CA 92626",$70 - $75 an hour,"Holistic and end to end approach to data, including querying, aggregation, deep analysis, visualization and models; communicate and present findings/actionable…"
3107,Architect - Data Scientist (Sr.),"Quadrant, Inc.",3.9,"Springfield, VA 22153",,Experience in developing machine learning models and applying advanced analytics solutions to solve complex business problems.
3108,Data Scientist/SR Analyst- Marketing,Acara Solutions,3.4,"Chicago, IL",,"Experience in Regression models, time series models, decision trees, random forests, and text analytics using additional support models and methods to analyze…"
3109,Senior Data Scientist,Cognizant Technology Solutions,3.9,"Collegeville, PA 19426",,"Data, identifying gaps, issues, patterns and trends Analyze.
- Utilise a scientific and pragmatic approach.
Data processing systems and Data Warehouse."
3110,Data Scientist,Randstad Professionals,3.7,"Cockeysville, MD 21030","$120,000 - $145,000 a year","At least 3 years of experience with data migration, BI, data taxonomy, or data lake integration.
Conducting machine learning to improve content."
3111,Data Scientist - Oncology Infusion Program (Information Serv...,"Jefferson - Center City, Philadelphia, PA",3.9,"Philadelphia, PA 19107 (City Center East area)",,"Also provides analytic consulting support outcome and quality research, population health, clinical and academic research, internal clinical and operational…"
3112,Senior Data Scientist,Memorial Sloan-Kettering Cancer Center,4.2,"New York, NY 10017 (Midtown area)",,"We're looking for a thoughtful, out-of-the-box developer who is no stranger to leveraging advanced NLP techniques for achieving operational and business needs."
3113,Principal Data Scientist,The Finders,,"Scottsdale, AZ 85255 (North Scottsdale area)",,"Passion for work on advanced analytics areas (i.e. deep learning and complex statistical data analysis).
5+ years of relevant work experience in data analysis…"
3114,,Fidelity TalentSource,3.8,"Boston, MA 02210 (South Boston area)",,"This is a multi-disciplinary role requiring both expert model-building and software engineering skills, so the successful candidate will be capable of…"
3115,Data Analyst/Scientist- Healthcare,"HCH Enterprises, LLC",3.8,"Cranston, RI 02920",,"Demonstrates deep fluency and experience writing SQL scripts and working with Power BI or relevant data analytics tools.
Power BI: 3 years (Required)."
3116,Senior Data Scientist,Brooksource,3.7,"Tampa, FL",$55 - $65 an hour,"Apply strong expertise in machine-learning, data mining, and information retrieval to design, prototype and build the next generation analytics engine and…"
3117,Data Scientist,Redstone Federal Credit Union,4.4,"Huntsville, AL",,"5+ years' responsible business domain experience in applied machine learning and decision optimization.
Data scientist: 5 years (Preferred)."
3118,Machine Learning Intelligent Mobility System Engineer,"Artizen, Inc.",,"Mountain View, CA 94043",$70 - $80 an hour,"Strong Machine Learning background with deep understanding of different types of machine learning algorithms (e.g., CNN, RNN, LSTM and Reinforcement Learning)."
3119,ML ENGINEER - 6 MONTH CONTRACT,Harnham,4.6,"San Francisco, CA",$100 an hour,"Automate manual data flows for repeated use and scalability within Spark.
This role focuses on design, creating, coding, and testing models ."
3120,Data Scientist III,Ascent Services Group,3.8,"Broomfield, CO 80021",,"Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
3121,Data Engineer,Acara Solutions,3.4,"Sunnyvale, CA",,"Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…"
3122,Senior Data Scientist,CyberCoders,3.3,"Buffalo Grove, IL 60089","$110,000 - $130,000 a year","5+ years in data mining, database marketing, marketing analytics, or statistical modeling.
Experience using analytics or data science at an E-commerce or…"
3123,Property & Casualty Insurtech Data Scientist - PR11477,Pryor Executive Search,,"New York, NY",,"Property & Casualty Insurtech Data Scientist opening in New York City.
Use Machine Learning (ML) and Artificial Intelligence (AI) for P&C insurance pricing…"
3124,Data Scientist,Money Mart Financial Services,2.4,"Malvern, PA 19355",,"Minimum 5 years of experience using SQL, R, Python, Xeno, MatLab, or similar data-mining and analytics applications.
Proficient in Excel, Word, and PowerPoint."
3125,Data Scientist,Randstad Professionals,3.7,"Cockeysville, MD 21030","$120,000 - $145,000 a year","At least 3 years of experience with data migration, BI, data taxonomy, or data lake integration.
Conducting machine learning to improve content."
3126,Risk Decision Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…"
3127,Lead Data Scientist,PayPal,3.9,"San Jose, CA 95131 (North San Jose area)",,Identify new risk patterns through data mining • Communicate complex concepts and the results of the analyses in a clear and effective manner through creative…
3128,Senior Data Scientist - Permanent Full Time,Veritas Partners,,"Cockeysville, MD 21030","$131,000 - $150,000 a year","Extract meaningful statistics and other data characteristics using time series forecasting as well as a variety of approaches including statistical analysis,…"
3129,Data Scientist,Event Dynamic,,"Dallas, TX 75219 (Oak Lawn area)",,This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
3130,,Vaco,3.7,"Charlotte, NC","$120,000 a year","Work collectively with analytics product managers, data engineers, software developers, and analytics engineers to glean insights and needs from the business,…"
3131,Data Scientist,Brooksource,3.7,"Stamford, CT 06901 (Downtown area)",$55 - $60 an hour,"Provide technical input on activities including experimental design, machine learning, ad-hoc analytics, and statistics.
$55-60/hr. Dependent on Experience*."
3132,Data Scientist - Natural Language Processing,Emerald Resource Group,4.3,"Columbus, OH","$90,000 - $110,000 a year","*Natural Language Processing (NLP) project or dissertation experience needed.
Work with product, project, and technical owners.
Temporarily due to COVID-19."
3133,Lead Information and Data Architect,"Red Cedar Consultancy, LLC",,"McLean, VA 22102","From $150,000 a year","Candidate will have demonstrated capability in providing information and data architectural support services across solution architecture, segment architecture,…"
3134,Data Scientist - Production Models,Harnham,4.6,"New York, NY","$135,000 a year","As a Data Scientist on this team, you will be asked to be forward thinking in your approach to applying analytical techniques to advancing the departments…"
